session_label,dyad_id,order,from_actor_slot,to_actor_slot,actor_word,other_word_same_window,response_word,prev_actor_word,window_index,response_window_index
20260510_154923_order2,dyad_011,2,person_A,person_B,IW07,IW01,IW06,IW06,167,168
20260510_154923_order2,dyad_011,2,person_B,person_A,IW07,IW09,IW06,IW00,171,172
20260510_154923_order2,dyad_011,2,person_A,person_B,IW06,IW08,IW10,IW07,172,173
20260510_154923_order2,dyad_011,2,person_B,person_A,IW06,IW06,IW07,IW06,178,179
20260510_154923_order2,dyad_011,2,person_A,person_B,IW01,IW11,IW01,IW07,180,181
20260510_154923_order2,dyad_011,2,person_B,person_A,IW10,IW10,IW06,IW07,188,189
20260510_154923_order2,dyad_011,2,person_A,person_B,IW04,IW01,IW06,IW06,190,191
20260510_154923_order2,dyad_011,2,person_B,person_A,IW01,IW09,IW09,IW06,192,193
20260510_154923_order2,dyad_011,2,person_A,person_B,IW02,IW01,IW01,IW07,197,198
20260510_154923_order2,dyad_011,2,person_B,person_A,IW01,IW01,IW10,IW02,198,199
20260510_155222_order3,dyad_011,3,person_A,person_B,IW00,IW10,IW01,IW01,4,5
20260510_155222_order3,dyad_011,3,person_B,person_A,IW07,IW09,IW04,IW06,11,12
20260510_155222_order3,dyad_011,3,person_A,person_B,IW03,IW04,IW02,IW10,16,17
20260510_155222_order3,dyad_011,3,person_B,person_A,IW07,IW04,IW01,IW02,19,20
20260510_155222_order3,dyad_011,3,person_A,person_B,IW11,IW01,IW02,IW01,29,30
20260510_155222_order3,dyad_011,3,person_B,person_A,IW01,IW01,IW07,IW02,31,32
20260510_155222_order3,dyad_011,3,person_A,person_B,IW07,IW01,IW01,IW01,32,33
20260510_155222_order3,dyad_011,3,person_B,person_A,IW01,IW03,IW09,IW01,34,35
20260510_155222_order3,dyad_011,3,person_A,person_B,IW06,IW11,IW01,IW00,40,41
20260510_155222_order3,dyad_011,3,person_B,person_A,IW01,IW01,IW09,IW01,50,51
20260510_155222_order3,dyad_011,3,person_A,person_B,IW11,IW01,IW01,IW03,55,56
20260510_155222_order3,dyad_011,3,person_B,person_A,IW01,IW00,IW09,IW01,76,77
20260510_155222_order3,dyad_011,3,person_A,person_B,IW03,IW07,IW01,IW09,79,80
20260510_155222_order3,dyad_011,3,person_B,person_A,IW02,IW01,IW04,IW07,89,90
20260510_155222_order3,dyad_011,3,person_A,person_B,IW04,IW01,IW10,IW02,90,91
20260510_155222_order3,dyad_011,3,person_B,person_A,IW07,IW02,IW06,IW10,92,93
20260510_155222_order3,dyad_011,3,person_A,person_B,IW01,IW08,IW06,IW00,96,97
20260510_155222_order3,dyad_011,3,person_B,person_A,IW06,IW06,IW01,IW06,98,99
20260510_155222_order3,dyad_011,3,person_A,person_B,IW01,IW05,IW08,IW01,126,127
20260510_155222_order3,dyad_011,3,person_B,person_A,IW01,IW01,IW07,IW00,132,133
20260510_155222_order3,dyad_011,3,person_A,person_B,IW07,IW01,IW02,IW01,133,134
20260510_155222_order3,dyad_011,3,person_B,person_A,IW01,IW00,IW00,IW02,136,137
20260510_155222_order3,dyad_011,3,person_A,person_B,IW01,IW01,IW08,IW02,141,142
20260510_155222_order3,dyad_011,3,person_A,person_B,IW01,IW07,IW04,IW02,154,155
20260510_155222_order3,dyad_011,3,person_B,person_A,IW01,IW00,IW06,IW01,158,159
20260510_155222_order3,dyad_011,3,person_A,person_B,IW07,IW00,IW10,IW09,161,162
20260510_155222_order3,dyad_011,3,person_B,person_A,IW10,IW00,IW01,IW07,162,163
20260510_155222_order3,dyad_011,3,person_A,person_B,IW11,IW06,IW05,IW01,165,166
20260510_155222_order3,dyad_011,3,person_B,person_A,IW07,IW07,IW00,IW08,169,170
20260510_155222_order3,dyad_011,3,person_A,person_B,IW04,IW07,IW10,IW00,171,172
20260510_155222_order3,dyad_011,3,person_B,person_A,IW02,IW01,IW10,IW02,194,195
20260510_155222_order3,dyad_011,3,person_A,person_B,IW01,IW06,IW08,IW02,199,200
20260510_155222_order3,dyad_011,3,person_B,person_A,IW08,IW00,IW00,IW01,200,201
20260510_155222_order3,dyad_011,3,person_A,person_B,IW05,IW01,IW07,IW04,206,207
20260510_155222_order3,dyad_011,3,person_B,person_A,IW01,IW10,IW01,IW08,209,210
20260510_155222_order3,dyad_011,3,person_A,person_B,IW01,IW01,IW01,IW01,210,211
20260510_155222_order3,dyad_011,3,person_A,person_B,IW01,IW01,IW01,IW01,214,215
20260510_155222_order3,dyad_011,3,person_B,person_A,IW01,IW07,IW07,IW02,221,222
20260510_155222_order3,dyad_011,3,person_A,person_B,IW06,IW01,IW01,IW01,226,227
20260510_155222_order3,dyad_011,3,person_B,person_A,IW01,IW02,IW01,IW01,228,229
20260510_155222_order3,dyad_011,3,person_A,person_B,IW01,IW06,IW11,IW01,229,230
20260510_155501_order4,dyad_011,4,person_B,person_A,IW01,IW01,IW10,IW06,8,9
20260510_155501_order4,dyad_011,4,person_A,person_B,IW06,IW01,IW01,IW03,13,14
20260510_155501_order4,dyad_011,4,person_B,person_A,IW01,IW07,IW04,IW06,14,15
20260510_155501_order4,dyad_011,4,person_A,person_B,IW01,IW01,IW01,IW08,25,26
20260510_155501_order4,dyad_011,4,person_B,person_A,IW01,IW00,IW00,IW01,28,29
20260510_155501_order4,dyad_011,4,person_B,person_A,IW01,IW06,IW11,IW07,43,44
20260510_155501_order4,dyad_011,4,person_A,person_B,IW11,IW01,IW04,IW01,44,45
20260510_155501_order4,dyad_011,4,person_B,person_A,IW01,IW01,IW01,IW01,47,48
20260510_155501_order4,dyad_011,4,person_A,person_B,IW02,IW01,IW08,IW01,94,95
20260510_155501_order4,dyad_011,4,person_B,person_A,IW01,IW01,IW03,IW08,97,98
20260510_155501_order4,dyad_011,4,person_A,person_B,IW01,IW00,IW00,IW01,106,107
20260510_155501_order4,dyad_011,4,person_B,person_A,IW06,IW08,IW11,IW11,109,110
20260510_155501_order4,dyad_011,4,person_A,person_B,IW01,IW01,IW08,IW11,111,112
20260510_155501_order4,dyad_011,4,person_B,person_A,IW01,IW01,IW01,IW01,114,115
20260510_155501_order4,dyad_011,4,person_A,person_B,IW01,IW07,IW00,IW01,116,117
20260510_155501_order4,dyad_011,4,person_B,person_A,IW06,IW01,IW10,IW02,120,121
20260510_155501_order4,dyad_011,4,person_A,person_B,IW01,IW07,IW01,IW10,122,123
20260510_155501_order4,dyad_011,4,person_B,person_A,IW02,IW07,IW09,IW02,134,135
